update_id,ticket_id,updated_at,update_type,old_status,new_status,update_notes
333,102,2024-08-20 13:44:15.779795,First Response,Open,In Progress,Support agent responded to ticket
334,102,2024-08-21 09:56:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
335,103,2024-06-27 16:37:27.779795,Created,,Open,Ticket created by employee
336,103,2024-06-27 19:01:27.779795,First Response,Open,In Progress,Support agent responded to ticket
337,103,2024-06-27 20:33:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
338,104,2025-04-23 22:04:27.779795,Created,,Open,Ticket created by employee
339,104,2025-04-24 01:30:51.779795,First Response,Open,In Progress,Support agent responded to ticket
340,104,2025-04-24 04:13:14.162308,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
341,104,2025-04-26 13:46:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
342,105,2024-08-17 05:00:27.779795,Created,,Open,Ticket created by employee
343,105,2024-08-17 11:03:27.779795,First Response,Open,In Progress,Support agent responded to ticket
344,105,2024-08-22 00:29:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
345,106,2024-06-01 00:59:27.779795,Created,,Open,Ticket created by employee
346,106,2024-06-01 05:39:03.779795,First Response,Open,In Progress,Support agent responded to ticket
347,106,2024-06-01 07:57:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
348,107,2025-03-19 03:57:27.779795,Created,,Open,Ticket created by employee
349,107,2025-03-19 21:02:51.779795,First Response,Open,In Progress,Support agent responded to ticket
350,107,2025-03-27 02:50:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
351,108,2026-04-17 12:13:27.779795,Created,,Open,Ticket created by employee
352,108,2026-04-17 14:27:51.779795,First Response,Open,In Progress,Support agent responded to ticket
353,108,2026-04-18 02:55:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
354,108,2026-04-19 20:32:55.400996,Closed,Resolved,Closed,Ticket closed after user confirmation
355,109,2025-04-21 08:46:27.779795,Created,,Open,Ticket created by employee
356,109,2025-04-21 09:51:15.779795,First Response,Open,In Progress,Support agent responded to ticket
357,109,2025-04-21 10:15:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
358,110,2025-04-01 15:19:27.779795,Created,,Open,Ticket created by employee
359,110,2025-04-01 19:42:15.779795,First Response,Open,In Progress,Support agent responded to ticket
360,110,2025-04-02 01:16:35.961877,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
361,110,2025-04-04 08:10:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
362,111,2025-09-15 17:36:27.779795,Created,,Open,Ticket created by employee
363,111,2025-09-16 01:19:39.779795,First Response,Open,In Progress,Support agent responded to ticket
364,111,2025-09-19 12:45:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
365,112,2024-09-18 21:52:27.779795,Created,,Open,Ticket created by employee
366,112,2024-09-18 22:41:39.779795,First Response,Open,In Progress,Support agent responded to ticket
367,112,2024-09-19 02:00:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
368,113,2024-11-30 16:06:27.779795,Created,,Open,Ticket created by employee
369,113,2024-11-30 16:28:39.779795,First Response,Open,In Progress,Support agent responded to ticket
370,113,2024-12-01 01:29:29.495073,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
371,113,2024-12-02 18:51:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
372,114,2024-07-05 04:46:27.779795,Created,,Open,Ticket created by employee
373,114,2024-07-05 06:00:51.779795,First Response,Open,In Progress,Support agent responded to ticket
374,114,2024-07-05 08:11:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
375,115,2024-10-14 13:51:27.779795,Created,,Open,Ticket created by employee
376,115,2024-10-14 15:17:51.779795,First Response,Open,In Progress,Support agent responded to ticket
377,115,2024-10-14 19:55:42.340122,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
378,115,2024-10-14 23:53:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
379,116,2026-05-04 05:44:27.779795,Created,,Open,Ticket created by employee
380,116,2026-05-04 09:24:39.779795,First Response,Open,In Progress,Support agent responded to ticket
381,116,2026-05-05 05:05:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
382,117,2024-10-05 04:33:27.779795,Created,,Open,Ticket created by employee
383,117,2024-10-05 06:07:39.779795,First Response,Open,In Progress,Support agent responded to ticket
384,117,2024-10-05 07:01:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
385,118,2026-01-12 16:00:27.779795,Created,,Open,Ticket created by employee
386,118,2026-01-12 19:02:51.779795,First Response,Open,In Progress,Support agent responded to ticket
387,118,2026-01-15 01:23:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
388,119,2025-06-30 23:53:27.779795,Created,,Open,Ticket created by employee
389,119,2025-07-01 01:55:51.779795,First Response,Open,In Progress,Support agent responded to ticket
390,119,2025-07-01 23:28:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
391,120,2025-04-12 22:41:27.779795,Created,,Open,Ticket created by employee
392,120,2025-04-13 00:33:39.779795,First Response,Open,In Progress,Support agent responded to ticket
393,120,2025-04-13 00:52:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
394,121,2025-06-13 11:11:27.779795,Created,,Open,Ticket created by employee
395,121,2025-06-13 12:39:39.779795,First Response,Open,In Progress,Support agent responded to ticket
396,121,2025-06-14 00:58:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
397,122,2025-11-27 12:21:27.779795,Created,,Open,Ticket created by employee
398,122,2025-11-27 23:08:15.779795,First Response,Open,In Progress,Support agent responded to ticket
399,122,2025-11-27 23:41:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
400,123,2025-06-06 17:57:27.779795,Created,,Open,Ticket created by employee
401,123,2025-06-06 18:08:51.779795,First Response,Open,In Progress,Support agent responded to ticket
402,123,2025-06-07 13:52:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
403,124,2024-06-07 09:10:27.779795,Created,,Open,Ticket created by employee
404,124,2024-06-07 11:19:27.779795,First Response,Open,In Progress,Support agent responded to ticket
405,124,2024-06-08 22:00:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
406,125,2025-06-07 04:47:27.779795,Created,,Open,Ticket created by employee
407,125,2025-06-07 09:15:39.779795,First Response,Open,In Progress,Support agent responded to ticket
408,125,2025-06-07 09:54:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
409,126,2025-10-14 05:59:27.779795,Created,,Open,Ticket created by employee
410,126,2025-10-14 06:16:15.779795,First Response,Open,In Progress,Support agent responded to ticket
411,126,2025-10-15 04:13:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
412,126,2025-10-17 00:06:06.624360,Closed,Resolved,Closed,Ticket closed after user confirmation
413,127,2025-12-19 13:20:27.779795,Created,,Open,Ticket created by employee
414,127,2025-12-19 15:20:27.779795,First Response,Open,In Progress,Support agent responded to ticket
415,127,2025-12-20 00:52:29.223516,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
416,127,2025-12-24 21:22:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
417,128,2025-04-25 05:06:27.779795,Created,,Open,Ticket created by employee
418,128,2025-04-25 05:48:27.779795,First Response,Open,In Progress,Support agent responded to ticket
419,128,2025-04-27 01:34:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
420,128,2025-04-28 20:26:41.881620,Closed,Resolved,Closed,Ticket closed after user confirmation
421,129,2025-04-19 16:58:27.779795,Created,,Open,Ticket created by employee
422,129,2025-04-19 22:17:39.779795,First Response,Open,In Progress,Support agent responded to ticket
423,129,2025-04-21 15:32:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
424,130,2024-08-03 18:35:27.779795,Created,,Open,Ticket created by employee
425,130,2024-08-03 22:22:15.779795,First Response,Open,In Progress,Support agent responded to ticket
426,130,2024-08-04 13:45:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
427,131,2024-08-17 21:45:27.779795,Created,,Open,Ticket created by employee
428,131,2024-08-18 00:11:15.779795,First Response,Open,In Progress,Support agent responded to ticket
429,131,2024-08-18 08:29:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
430,132,2025-06-21 19:04:27.779795,Created,,Open,Ticket created by employee
431,132,2025-06-21 21:17:39.779795,First Response,Open,In Progress,Support agent responded to ticket
432,133,2025-02-19 07:27:27.779795,Created,,Open,Ticket created by employee
433,133,2025-02-19 15:47:15.779795,First Response,Open,In Progress,Support agent responded to ticket
434,133,2025-02-19 16:59:10.832111,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
435,133,2025-02-20 01:26:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
436,134,2024-10-06 01:18:27.779795,Created,,Open,Ticket created by employee
437,134,2024-10-06 04:45:27.779795,First Response,Open,In Progress,Support agent responded to ticket
438,135,2026-01-18 20:37:27.779795,Created,,Open,Ticket created by employee
439,135,2026-01-19 02:12:51.779795,First Response,Open,In Progress,Support agent responded to ticket
440,135,2026-01-20 16:27:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
441,136,2025-06-10 01:10:27.779795,Created,,Open,Ticket created by employee
442,136,2025-06-10 04:06:51.779795,First Response,Open,In Progress,Support agent responded to ticket
443,136,2025-06-11 11:14:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
444,136,2025-06-12 20:32:49.786433,Closed,Resolved,Closed,Ticket closed after user confirmation
445,137,2026-04-29 19:10:27.779795,Created,,Open,Ticket created by employee
446,137,2026-04-30 01:30:15.779795,First Response,Open,In Progress,Support agent responded to ticket
447,137,2026-05-02 18:33:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
448,137,2026-05-03 06:26:11.998645,Closed,Resolved,Closed,Ticket closed after user confirmation
449,138,2025-07-05 09:50:27.779795,Created,,Open,Ticket created by employee
450,138,2025-07-05 17:09:39.779795,First Response,Open,In Progress,Support agent responded to ticket
451,139,2024-09-09 00:00:27.779795,Created,,Open,Ticket created by employee
452,139,2024-09-09 00:17:51.779795,First Response,Open,In Progress,Support agent responded to ticket
453,139,2024-09-09 06:56:48.226495,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
454,139,2024-09-09 06:03:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
455,140,2026-04-25 10:32:27.779795,Created,,Open,Ticket created by employee
456,140,2026-04-25 11:47:27.779795,First Response,Open,In Progress,Support agent responded to ticket
457,140,2026-04-26 14:39:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
458,141,2024-10-13 03:37:27.779795,Created,,Open,Ticket created by employee
459,141,2024-10-13 07:17:39.779795,First Response,Open,In Progress,Support agent responded to ticket
460,141,2024-10-13 10:20:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
461,142,2024-06-13 02:59:27.779795,Created,,Open,Ticket created by employee
462,142,2024-06-13 06:44:27.779795,First Response,Open,In Progress,Support agent responded to ticket
463,142,2024-06-19 21:40:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
464,143,2026-03-25 05:43:27.779795,Created,,Open,Ticket created by employee
465,143,2026-03-25 08:45:15.779795,First Response,Open,In Progress,Support agent responded to ticket
466,143,2026-03-26 08:43:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
467,144,2025-11-20 21:41:27.779795,Created,,Open,Ticket created by employee
468,144,2025-11-21 00:10:15.779795,First Response,Open,In Progress,Support agent responded to ticket
469,144,2025-11-21 07:39:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
470,145,2026-02-11 22:10:27.779795,Created,,Open,Ticket created by employee
471,145,2026-02-11 23:11:39.779795,First Response,Open,In Progress,Support agent responded to ticket
472,145,2026-02-12 09:13:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
473,146,2026-01-20 20:54:27.779795,Created,,Open,Ticket created by employee
474,146,2026-01-20 21:36:27.779795,First Response,Open,In Progress,Support agent responded to ticket
475,146,2026-01-20 21:59:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
476,147,2024-05-30 07:26:27.779795,Created,,Open,Ticket created by employee
477,147,2024-05-30 10:49:15.779795,First Response,Open,In Progress,Support agent responded to ticket
478,147,2024-05-30 08:29:53.669874,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
479,147,2024-05-30 12:31:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
480,148,2025-01-01 01:20:27.779795,Created,,Open,Ticket created by employee
481,148,2025-01-01 01:53:27.779795,First Response,Open,In Progress,Support agent responded to ticket
482,148,2025-01-01 21:12:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
483,149,2024-07-02 15:46:27.779795,Created,,Open,Ticket created by employee
484,149,2024-07-02 22:41:03.779795,First Response,Open,In Progress,Support agent responded to ticket
485,149,2024-07-05 07:00:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
486,150,2025-01-17 23:09:27.779795,Created,,Open,Ticket created by employee
487,150,2025-01-18 02:25:39.779795,First Response,Open,In Progress,Support agent responded to ticket
488,150,2025-01-20 02:31:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
489,150,2025-01-21 20:53:15.749713,Closed,Resolved,Closed,Ticket closed after user confirmation
490,151,2026-01-22 09:28:27.779795,Created,,Open,Ticket created by employee
491,151,2026-01-22 12:30:15.779795,First Response,Open,In Progress,Support agent responded to ticket
492,151,2026-01-22 15:45:29.337211,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
493,151,2026-01-22 13:44:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
