ticket_id,employee_id,agent_id,team_id,system_id,sla_id,created_at,first_response_at,resolved_at,status,priority,category,subcategory,first_response_time_hours,resolution_time_hours,sla_breached,satisfaction_score,ticket_summary
129,183,25,4,3,4,2025-04-19 16:58:27.779795,2025-04-19 22:17:39.779795,2025-04-21 15:32:39.779795,Resolved,Low,Printer Issue,Printer offline,5.32,46.57,False,5.0,Printer offline - printer issue reported by user
130,200,21,3,2,3,2024-08-03 18:35:27.779795,2024-08-03 22:22:15.779795,2024-08-04 13:45:39.779795,Resolved,Medium,Email Issue,Email delivery delay,3.78,19.17,False,3.0,Email delivery delay - email issue reported by user
131,14,6,3,9,3,2024-08-17 21:45:27.779795,2024-08-18 00:11:15.779795,2024-08-18 08:29:51.779795,Resolved,Medium,Account Lockout,Account locked,2.43,10.74,False,4.0,Account locked - account lockout reported by user
132,267,11,6,7,4,2025-06-21 19:04:27.779795,2025-06-21 21:17:39.779795,,In Progress,Low,WiFi/Network,No internet access,2.22,,,,No internet access - wifi/network reported by user
133,248,5,3,5,3,2025-02-19 07:27:27.779795,2025-02-19 15:47:15.779795,2025-02-20 01:26:51.779795,Resolved,Medium,Account Lockout,Too many login attempts,8.33,17.99,False,4.0,Too many login attempts - account lockout reported by user
134,169,29,3,7,3,2024-10-06 01:18:27.779795,2024-10-06 04:45:27.779795,,In Progress,Medium,Application Error,ERP timeout,3.45,,,,ERP timeout - application error reported by user
135,161,12,4,6,4,2026-01-18 20:37:27.779795,2026-01-19 02:12:51.779795,2026-01-20 16:27:15.779795,Resolved,Low,WiFi/Network,WiFi disconnecting,5.59,43.83,False,3.0,WiFi disconnecting - wifi/network reported by user
136,280,12,6,9,3,2025-06-10 01:10:27.779795,2025-06-10 04:06:51.779795,2025-06-11 11:14:03.779795,Closed,Medium,Application Error,Application crash,2.94,34.06,True,5.0,Application crash - application error reported by user
137,156,16,3,3,4,2026-04-29 19:10:27.779795,2026-04-30 01:30:15.779795,2026-05-02 18:33:51.779795,Closed,Low,Printer Issue,Printer offline,6.33,71.39,False,4.0,Printer offline - printer issue reported by user
138,19,24,6,9,4,2025-07-05 09:50:27.779795,2025-07-05 17:09:39.779795,,In Progress,Low,Account Lockout,AD account issue,7.32,,,,AD account issue - account lockout reported by user
139,289,26,3,7,2,2024-09-09 00:00:27.779795,2024-09-09 00:17:51.779795,2024-09-09 06:03:27.779795,Resolved,High,Application Error,Application crash,0.29,6.05,False,4.0,Application crash - application error reported by user
140,257,10,3,1,3,2026-04-25 10:32:27.779795,2026-04-25 11:47:27.779795,2026-04-26 14:39:39.779795,Resolved,Medium,Application Error,CRM login issue,1.25,28.12,True,5.0,CRM login issue - application error reported by user
141,179,31,1,8,4,2024-10-13 03:37:27.779795,2024-10-13 07:17:39.779795,2024-10-13 10:20:39.779795,Resolved,Low,Security Alert,Phishing email reported,3.67,6.72,False,5.0,Phishing email reported - security alert reported by user
142,90,11,3,9,4,2024-06-13 02:59:27.779795,2024-06-13 06:44:27.779795,2024-06-19 21:40:51.779795,Resolved,Low,WiFi/Network,No internet access,3.75,162.69,True,3.0,No internet access - wifi/network reported by user
143,220,25,1,4,3,2026-03-25 05:43:27.779795,2026-03-25 08:45:15.779795,2026-03-26 08:43:27.779795,Resolved,Medium,WiFi/Network,WiFi disconnecting,3.03,27.0,True,3.0,WiFi disconnecting - wifi/network reported by user
144,251,34,6,6,3,2025-11-20 21:41:27.779795,2025-11-21 00:10:15.779795,2025-11-21 07:39:39.779795,Resolved,Medium,Hardware,Docking station problem,2.48,9.97,False,5.0,Docking station problem - hardware reported by user
145,44,9,3,2,4,2026-02-11 22:10:27.779795,2026-02-11 23:11:39.779795,2026-02-12 09:13:27.779795,Resolved,Low,Application Error,CRM login issue,1.02,11.05,False,4.0,CRM login issue - application error reported by user
146,89,11,4,5,2,2026-01-20 20:54:27.779795,2026-01-20 21:36:27.779795,2026-01-20 21:59:51.779795,Resolved,High,Security Alert,Endpoint alert,0.7,1.09,False,4.0,Endpoint alert - security alert reported by user
147,254,27,6,8,3,2024-05-30 07:26:27.779795,2024-05-30 10:49:15.779795,2024-05-30 12:31:15.779795,Resolved,Medium,Security Alert,Endpoint alert,3.38,5.08,False,2.0,Endpoint alert - security alert reported by user
148,290,32,5,9,3,2025-01-01 01:20:27.779795,2025-01-01 01:53:27.779795,2025-01-01 21:12:03.779795,Resolved,Medium,Email Issue,Mailbox access issue,0.55,19.86,False,4.0,Mailbox access issue - email issue reported by user
149,127,20,1,8,4,2024-07-02 15:46:27.779795,2024-07-02 22:41:03.779795,2024-07-05 07:00:15.779795,Resolved,Low,VPN Issue,VPN disconnecting,6.91,63.23,False,3.0,VPN disconnecting - vpn issue reported by user
150,220,11,5,3,3,2025-01-17 23:09:27.779795,2025-01-18 02:25:39.779795,2025-01-20 02:31:03.779795,Closed,Medium,Application Error,CRM login issue,3.27,51.36,True,4.0,CRM login issue - application error reported by user
151,137,33,6,2,3,2026-01-22 09:28:27.779795,2026-01-22 12:30:15.779795,2026-01-22 13:44:39.779795,Resolved,Medium,Hardware,Docking station problem,3.03,4.27,False,4.0,Docking station problem - hardware reported by user
152,202,32,2,10,2,2026-03-22 21:02:27.779795,2026-03-22 22:19:51.779795,,In Progress,High,Software Access,Application access request,1.29,,,,Application access request - software access reported by user
153,264,18,6,6,4,2025-06-09 06:22:27.779795,2025-06-09 10:20:03.779795,2025-06-11 21:27:15.779795,Resolved,Low,VPN Issue,MFA failure,3.96,63.08,False,5.0,MFA failure - vpn issue reported by user
154,204,14,4,4,3,2024-08-24 15:47:27.779795,2024-08-24 17:09:03.779795,2024-08-25 05:32:27.779795,Resolved,Medium,VPN Issue,VPN disconnecting,1.36,13.75,False,3.0,VPN disconnecting - vpn issue reported by user
155,236,2,1,3,1,2025-09-29 03:15:27.779795,2025-09-29 03:21:27.779795,2025-09-29 08:52:39.779795,Resolved,Critical,VPN Issue,VPN disconnecting,0.1,5.62,True,5.0,VPN disconnecting - vpn issue reported by user
156,185,17,1,6,4,2024-10-03 12:37:27.779795,2024-10-03 17:51:15.779795,2024-10-05 11:37:27.779795,Resolved,Low,Hardware,Laptop issue,5.23,47.0,False,5.0,Laptop issue - hardware reported by user
157,40,9,5,4,2,2025-01-15 05:59:27.779795,2025-01-15 06:56:27.779795,2025-01-15 09:21:39.779795,Resolved,High,WiFi/Network,WiFi disconnecting,0.95,3.37,False,3.0,WiFi disconnecting - wifi/network reported by user
158,53,7,3,6,2,2025-07-27 14:26:27.779795,2025-07-27 16:51:03.779795,2025-07-27 21:03:39.779795,Resolved,High,VPN Issue,VPN disconnecting,2.41,6.62,False,3.0,VPN disconnecting - vpn issue reported by user
159,180,14,6,3,1,2026-04-13 20:22:27.779795,2026-04-13 22:17:39.779795,2026-04-13 22:44:39.779795,Resolved,Critical,Email Issue,Mailbox access issue,1.92,2.37,False,5.0,Mailbox access issue - email issue reported by user
160,72,16,3,2,3,2024-10-10 19:55:27.779795,2024-10-10 22:21:51.779795,2024-10-11 04:30:15.779795,Closed,Medium,Account Lockout,Too many login attempts,2.44,8.58,False,5.0,Too many login attempts - account lockout reported by user
161,201,19,6,1,3,2024-06-17 14:14:27.779795,2024-06-17 17:26:27.779795,2024-06-18 01:28:15.779795,Resolved,Medium,Security Alert,Suspicious login,3.2,11.23,False,3.0,Suspicious login - security alert reported by user
162,68,25,5,7,4,2026-03-05 11:22:27.779795,2026-03-05 16:52:27.779795,2026-03-08 08:20:39.779795,Resolved,Low,Software Access,Permission issue,5.5,68.97,False,5.0,Permission issue - software access reported by user
163,260,19,6,9,2,2024-06-07 10:22:27.779795,2024-06-07 11:16:27.779795,2024-06-07 15:49:27.779795,Resolved,High,Password Reset,Expired password,0.9,5.45,False,4.0,Expired password - password reset reported by user
164,275,21,4,10,3,2024-10-24 00:23:27.779795,2024-10-24 03:44:27.779795,2024-10-24 05:06:39.779795,Resolved,Medium,WiFi/Network,Slow network,3.35,4.72,False,5.0,Slow network - wifi/network reported by user
165,29,20,6,3,3,2025-01-19 17:33:27.779795,2025-01-19 20:25:03.779795,2025-01-19 23:52:39.779795,Resolved,Medium,Printer Issue,Unable to print,2.86,6.32,False,5.0,Unable to print - printer issue reported by user
166,138,8,1,6,3,2025-11-07 09:08:27.779795,2025-11-07 10:18:03.779795,2025-11-08 02:34:15.779795,Closed,Medium,Software Access,Application access request,1.16,17.43,False,4.0,Application access request - software access reported by user
167,189,11,3,2,2,2024-08-07 07:47:27.779795,2024-08-07 11:48:39.779795,2024-08-07 14:45:39.779795,Resolved,High,Application Error,Application crash,4.02,6.97,False,1.0,Application crash - application error reported by user
168,19,27,2,6,3,2024-06-01 23:20:27.779795,2024-06-02 03:00:39.779795,2024-06-02 19:48:03.779795,Resolved,Medium,Email Issue,Outlook not syncing,3.67,20.46,False,4.0,Outlook not syncing - email issue reported by user
169,206,5,4,5,2,2024-09-20 09:01:27.779795,2024-09-20 09:42:51.779795,,In Progress,High,Security Alert,Suspicious login,0.69,,,,Suspicious login - security alert reported by user
170,125,30,3,10,2,2024-08-17 09:47:27.779795,2024-08-17 14:46:51.779795,2024-08-17 16:58:51.779795,Resolved,High,Application Error,ERP timeout,4.99,7.19,False,4.0,ERP timeout - application error reported by user
171,5,22,1,7,1,2025-01-26 20:18:27.779795,2025-01-26 22:23:51.779795,,In Progress,Critical,Security Alert,Phishing email reported,2.09,,,,Phishing email reported - security alert reported by user
172,144,6,1,4,3,2024-09-03 22:51:27.779795,2024-09-04 05:58:39.779795,,Open,Medium,Password Reset,Forgot password,7.12,,,,Forgot password - password reset reported by user
173,69,26,1,10,2,2026-05-08 03:47:27.779795,2026-05-08 04:43:15.779795,,Open,High,VPN Issue,VPN disconnecting,0.93,,,,VPN disconnecting - vpn issue reported by user
174,168,21,4,5,3,2024-09-30 23:36:27.779795,2024-10-01 03:23:15.779795,2024-10-01 18:57:27.779795,Resolved,Medium,Account Lockout,AD account issue,3.78,19.35,False,3.0,AD account issue - account lockout reported by user
175,107,29,3,8,3,2024-09-05 21:46:27.779795,2024-09-05 22:20:39.779795,2024-09-06 14:24:51.779795,Resolved,Medium,Security Alert,Phishing email reported,0.57,16.64,False,5.0,Phishing email reported - security alert reported by user
176,128,23,4,9,4,2026-05-04 11:20:27.779795,2026-05-04 13:48:03.779795,2026-05-08 12:22:51.779795,Resolved,Low,Email Issue,Outlook not syncing,2.46,97.04,True,5.0,Outlook not syncing - email issue reported by user
177,63,1,1,4,2,2025-08-27 10:05:27.779795,2025-08-27 11:45:03.779795,2025-08-27 15:45:03.779795,Resolved,High,VPN Issue,VPN connection failed,1.66,5.66,False,5.0,VPN connection failed - vpn issue reported by user
178,228,9,1,6,2,2026-01-07 10:34:27.779795,2026-01-07 12:27:51.779795,,In Progress,High,VPN Issue,VPN connection failed,1.89,,,,VPN connection failed - vpn issue reported by user
179,16,25,6,7,4,2024-07-10 22:17:27.779795,2024-07-11 00:05:27.779795,2024-07-11 19:44:27.779795,Resolved,Low,Account Lockout,Too many login attempts,1.8,21.45,False,5.0,Too many login attempts - account lockout reported by user
180,282,31,1,2,3,2024-06-25 11:57:27.779795,2024-06-25 12:35:51.779795,2024-06-26 09:16:03.779795,Resolved,Medium,Printer Issue,Print queue stuck,0.64,21.31,False,4.0,Print queue stuck - printer issue reported by user
181,279,32,3,10,3,2026-02-25 10:08:27.779795,2026-02-25 11:45:03.779795,2026-02-25 18:53:27.779795,Resolved,Medium,Software Access,Permission issue,1.61,8.75,False,3.0,Permission issue - software access reported by user
182,82,7,2,4,3,2025-03-03 18:09:27.779795,2025-03-03 21:26:15.779795,,Open,Medium,Application Error,Application crash,3.28,,,,Application crash - application error reported by user
183,91,16,5,6,4,2024-07-16 23:54:27.779795,2024-07-17 05:31:03.779795,2024-07-20 03:58:03.779795,Closed,Low,Software Access,Application access request,5.61,76.06,True,5.0,Application access request - software access reported by user
184,159,12,4,1,2,2025-12-23 10:27:27.779795,2025-12-23 10:59:51.779795,2025-12-23 14:55:39.779795,Resolved,High,Printer Issue,Unable to print,0.54,4.47,False,1.0,Unable to print - printer issue reported by user
185,12,10,5,3,3,2026-02-07 23:09:27.779795,2026-02-08 02:33:27.779795,2026-02-10 21:16:03.779795,Resolved,Medium,Software Access,Application access request,3.4,70.11,True,4.0,Application access request - software access reported by user
186,224,32,6,6,3,2026-03-30 04:55:27.779795,2026-03-30 08:48:15.779795,2026-03-31 03:29:39.779795,Resolved,Medium,Email Issue,Outlook not syncing,3.88,22.57,False,5.0,Outlook not syncing - email issue reported by user
187,91,1,6,10,3,2025-01-04 13:55:27.779795,2025-01-04 17:54:15.779795,2025-01-05 15:28:27.779795,Closed,Medium,Hardware,Laptop issue,3.98,25.55,True,5.0,Laptop issue - hardware reported by user
188,40,16,3,6,4,2026-02-05 23:58:27.779795,2026-02-06 07:03:51.779795,2026-02-08 05:05:03.779795,Resolved,Low,Email Issue,Mailbox access issue,7.09,53.11,False,5.0,Mailbox access issue - email issue reported by user
189,132,7,6,1,2,2025-04-29 06:18:27.779795,2025-04-29 07:14:15.779795,2025-04-29 08:25:03.779795,Resolved,High,VPN Issue,MFA failure,0.93,2.11,False,4.0,MFA failure - vpn issue reported by user
190,116,11,4,2,4,2025-06-12 03:52:27.779795,2025-06-12 04:14:03.779795,2025-06-12 22:56:39.779795,Resolved,Low,Application Error,CRM login issue,0.36,19.07,False,3.0,CRM login issue - application error reported by user
191,174,31,6,1,3,2025-05-05 22:14:27.779795,2025-05-06 00:53:27.779795,2025-05-06 10:09:39.779795,Resolved,Medium,Security Alert,Suspicious login,2.65,11.92,False,2.0,Suspicious login - security alert reported by user
192,145,20,2,2,3,2025-04-24 22:30:27.779795,2025-04-25 00:50:15.779795,2025-04-26 05:52:39.779795,Resolved,Medium,Security Alert,Phishing email reported,2.33,31.37,True,4.0,Phishing email reported - security alert reported by user
193,50,2,2,3,3,2025-07-31 18:36:27.779795,2025-07-31 22:31:03.779795,2025-08-01 00:50:15.779795,Closed,Medium,Printer Issue,Printer offline,3.91,6.23,False,5.0,Printer offline - printer issue reported by user
194,95,24,4,6,2,2025-09-15 08:15:27.779795,2025-09-15 08:26:15.779795,2025-09-15 10:29:51.779795,Resolved,High,Security Alert,Phishing email reported,0.18,2.24,False,5.0,Phishing email reported - security alert reported by user
195,177,35,4,10,3,2025-12-18 17:27:27.779795,2025-12-18 17:47:51.779795,2025-12-19 06:09:27.779795,Closed,Medium,VPN Issue,VPN disconnecting,0.34,12.7,False,5.0,VPN disconnecting - vpn issue reported by user
196,18,33,5,9,3,2026-04-24 07:54:27.779795,2026-04-24 10:38:51.779795,,In Progress,Medium,VPN Issue,MFA failure,2.74,,,,MFA failure - vpn issue reported by user
197,99,9,1,7,3,2026-02-14 20:25:27.779795,2026-02-14 23:11:03.779795,,In Progress,Medium,Email Issue,Outlook not syncing,2.76,,,,Outlook not syncing - email issue reported by user
198,199,26,5,6,3,2024-12-13 12:27:27.779795,2024-12-13 19:34:39.779795,2024-12-14 13:02:51.779795,Closed,Medium,VPN Issue,VPN connection failed,7.12,24.59,True,5.0,VPN connection failed - vpn issue reported by user
199,299,7,1,10,3,2026-01-12 09:08:27.779795,2026-01-12 12:18:03.779795,2026-01-15 03:23:27.779795,Resolved,Medium,Email Issue,Email delivery delay,3.16,66.25,True,5.0,Email delivery delay - email issue reported by user
200,142,26,2,10,3,2025-02-15 04:59:27.779795,2025-02-15 07:48:03.779795,2025-02-16 02:39:03.779795,Resolved,Medium,Password Reset,Forgot password,2.81,21.66,False,4.0,Forgot password - password reset reported by user
201,173,20,3,5,3,2025-01-18 18:05:27.779795,2025-01-19 03:14:27.779795,2025-01-19 17:40:51.779795,Resolved,Medium,Software Access,Application access request,9.15,23.59,False,3.0,Application access request - software access reported by user
202,46,13,4,4,3,2025-03-24 15:46:27.779795,2025-03-24 22:12:51.779795,2025-03-25 07:17:03.779795,Closed,Medium,Account Lockout,AD account issue,6.44,15.51,False,4.0,AD account issue - account lockout reported by user
203,70,34,5,1,3,2024-07-17 09:08:27.779795,2024-07-17 12:39:03.779795,2024-07-17 13:49:51.779795,Resolved,Medium,Security Alert,Phishing email reported,3.51,4.69,False,2.0,Phishing email reported - security alert reported by user
204,204,8,6,1,3,2024-07-11 04:03:27.779795,2024-07-11 06:04:03.779795,2024-07-12 03:11:15.779795,Resolved,Medium,Printer Issue,Unable to print,2.01,23.13,False,4.0,Unable to print - printer issue reported by user
205,15,25,1,3,4,2025-12-06 03:40:27.779795,2025-12-06 21:02:03.779795,2025-12-07 09:07:27.779795,Resolved,Low,VPN Issue,MFA failure,17.36,29.45,False,3.0,MFA failure - vpn issue reported by user
206,68,12,5,1,1,2024-12-18 00:59:27.779795,2024-12-18 01:38:27.779795,2024-12-18 10:41:27.779795,Resolved,Critical,Password Reset,Expired password,0.65,9.7,True,5.0,Expired password - password reset reported by user
207,239,20,6,9,3,2025-02-26 06:15:27.779795,2025-02-26 12:38:15.779795,2025-02-26 21:38:51.779795,Resolved,Medium,Hardware,Laptop issue,6.38,15.39,False,5.0,Laptop issue - hardware reported by user
208,33,22,3,6,3,2025-06-08 09:59:27.779795,2025-06-08 15:33:39.779795,2025-06-09 08:00:39.779795,Resolved,Medium,VPN Issue,MFA failure,5.57,22.02,False,4.0,MFA failure - vpn issue reported by user
209,164,9,6,1,2,2024-10-21 09:06:27.779795,2024-10-21 11:06:27.779795,2024-10-21 13:37:03.779795,Resolved,High,Application Error,ERP timeout,2.0,4.51,False,4.0,ERP timeout - application error reported by user
210,114,35,6,8,4,2024-06-26 11:03:27.779795,2024-06-27 03:07:03.779795,,Open,Low,Software Access,License missing,16.06,,,,License missing - software access reported by user
211,151,7,4,3,3,2025-10-22 02:12:27.779795,2025-10-22 05:08:15.779795,2025-10-23 00:22:03.779795,Resolved,Medium,Security Alert,Suspicious login,2.93,22.16,False,5.0,Suspicious login - security alert reported by user
212,170,24,3,10,2,2025-04-29 12:23:27.779795,2025-04-29 14:06:39.779795,2025-04-29 19:33:03.779795,Resolved,High,Hardware,Monitor not working,1.72,7.16,False,4.0,Monitor not working - hardware reported by user
213,153,27,1,3,3,2026-02-14 18:48:27.779795,2026-02-14 19:41:15.779795,,In Progress,Medium,Account Lockout,AD account issue,0.88,,,,AD account issue - account lockout reported by user
214,93,6,4,6,3,2025-07-14 11:15:27.779795,2025-07-14 12:02:51.779795,,In Progress,Medium,Software Access,License missing,0.79,,,,License missing - software access reported by user
